polymer_id,unique_polymer_id,Polymer_names
6303,2863,poly(ethylene bibenzoate)
6304,2864,ter-polyesters
6305,2864,poly(ethylene furandicarboxylate)
6306,2865,poly(ethylene furanoate)
6307,2866,poly(ethylene glutarate)
6308,2867,poly(ɛ-caprolactone) diol
6309,2867,poly(ethylene glycol adipate)
6310,2868,poly(ethylene glycol dimethacrylate)
6311,2869,poly(ethylene glycol dimethyl ether)
6312,2870,poly(ethylene glycol fumarate)
6313,2871,poly(ethylene glycol methacrylate phosphate)
6314,2871,polydopamine‐coated
6315,2872,poly(vinyl)alcohol
6316,2872,poly(ethylene glycol methyl ether)
6317,2873,poly(ethylene glycol)   diacrylate
6318,2873,polyethylene glycol 400 dimethacrylate
6319,2874,poly(propylene glycol) diacrylate
6320,2874,polyethyleneglycol dimethacrylate
6321,2874,poly(ethylene glycol)dimethacrylate
6322,2874,poly(ethylene glycol) acrylate
6323,2874,polyethyleneglycol diacrylate
6324,2874,poly(ethylene glycol) methylether methacrylate
6325,2874,poly(ethylene glycol) monomethyl ether monomethacrylate
6326,2874,cyclic potassium polyacrylate
6327,2874,poly(ethylene glycol acrylate)
6328,2874,poly(ethylene glycol) monoacrylate
6329,2874,poly(ethylene glycol) dimethylacrylate
6330,2874,poly(propylene glycol) dimethacrylate
6331,2875,poly(ethylene glycol) behenyl ether methacrylate
6332,2876,poly(ethylene glycol) bisglycidyl ether
6333,2877,poly (ethylene glycol) diacrylate
6334,2877,polyethylene glycol diacrylate
6335,2877,poly(ethylene glycol) diacrylate
6336,2877,poly(ethylene glycol)diacrylate
6337,2877,poly(ethylene glycol) dimethacrylate
6338,2878,poly(ethylene glycol) diacrylates
6339,2879,polyethylene glycol diglycidyl ether
6340,2879,polyethylene diacrylate
6341,2879,diacrylated poly(ethylene glycol)
6342,2879,poly(ethylene glycol) diglycidyl ether
6343,2879,poly(LLA-ε-CL-AC)
6344,2879,poly(aldehyde guluronate)
6345,2879,poly-carboxylic acids
6346,2879,poly(acrylohydroxamic acid)
6347,2880,polyethylene glycol dimethyl ether
6348,2880,poly(ethylene glycol) dimethyl ether
6349,2881,poly(ethylene glycol) dimethylether
6350,2882,poly(ethylene glycol) ethyl ether methacrylate
6351,2882,poly-l-Lysine
6352,2883,polyethylene glycol monomethyl ether
6353,2883,poly(ethylene glycol) methyl ether
6354,2883,poly(ethylene glycol) monomethyl ether
6355,2884,poly(ethylene glycol) dimethacrylates
6356,2884,poly(ethylene glycol) methyl ether acrylate
6357,2884,poly(ethylene glycol diacrylate)
6358,2885,poly(ethylene glycol) methacrylate
6359,2885,poly(ethylene glycol) methyl ether methacrylate
6360,2885,poly(ethylene glycol)methyl ether methacrylate
6361,2885,polyethylene glycol methacrylate
6362,2886,poly(ethylene glycol) methyl ether thiol
6363,2886,methoxypolyethylene glycol azide
6364,2887,Methoxyl poly(ethylene glycol)
6365,2887,poly(ethylene glycol) methyl ether tosylate
6366,2888,"α,ω-dihydroxy polydimethylsiloxane"
6367,2888,poly(ethylene glycol) methyl ethers
6368,2889,poly(ethylene glycol) monododecyl ether
6369,2890,poly(ethylene glycol) monomethacrylate
6370,2890,poly(ethylene glycol methacrylate)
6371,2891,poly(ethylene glycol) monomethyl ether acrylate
6372,2892,poly(ethylene glycol) monomethyl ether methacrylate
6373,2893,poly(ethylene glycol) monomethyl ethers
6374,2893,Methoxy poly (ethylene glycol)
6375,2894,poly(ethylene glycol) monomethylether
6376,2894,poly(ether amine)s
6377,2894,polyester‐polyether
6378,2895,poly(ethylene glycol) terephthalate
6379,2896,poly(ethylene glycol) thiol
6380,2896,monoallyl‐end‐capped poly(ethylene oxide)
6381,2897,poly(4-vinylpyridine) trithiocarbonate
6382,2897,poly(sodium acrylate) macroalkoxyamine
6383,2897,poly(ethylene glycol) trithiocarbonate
6384,2898,poly(ethylene glycol)(di)methacrylates
6385,2899,poly(ethylene glycol)-3400-OMe
6386,2900,poly(ethylene glycol)-diacrylate
6387,2901,polytrehalose
6388,2901,poly(ethylene glycol)All
6389,2902,poly(ethylene glycol) methacrylates
6390,2902,poly (ethylene glycol) methyl ether methacrylate
6391,2902,poly(ethylene glycol)methacrylate
6392,2902,poly(ethylene glycol) methyl ether methacrylates
6393,2903,poly(ethylene glycol) methylether acrylate
6394,2903,poly(ε-caprolactone)dimethacrylate
6395,2903,poly(ethyleneglycol)diacrylate
6396,2903,poly(DEG)
6397,2903,poly-ethyleneglicol diglycidyl ether
6398,2903,poly(ethylene glycol)methyl ether acrylate
6399,2903,poly(ethyleneglycol)dimethacrylate
6400,2904,poly(ethylene glycol)s
6401,2904,poly (ethylene glycol) dimethyl ether
6402,2904,poly(propylene glycol) diamine
6403,2905,poly(ethylene glycol)s (PEG)s
6404,2906,poly(ethylene glycol)‐ran‐poly(propylene glycol)
6405,2907,"poly(1,3-butylene adipate)"
6406,2907,poly(ethylene glycole)
6407,2908,poly(ethylene imine)s
6408,2908,hydroxylated polyesters
6409,2908,poly(aryldisulfide)
6410,2909,poly(ethylene imine-alt-ethylene sulfide)
6411,2910,poly(ethylene naphthalene)
6412,2911,"poly(ethylene naphthalene‐2,6‐dicarboxylate)"
6413,2912,polyethylene‐vinyl acetate
6414,2912,polyethylene octene
6415,2912,poly(ethylene acrylic acid)
6416,2912,poly(butylene terephthlate)
6417,2912,polyethylene-vinyl acetate
6418,2912,poly(ethylene octene)
6419,2912,polyethylene octane
6420,2913,poly(ε-caprolactone) diols
6421,2913,poly(ethylene oxide terephthalate)
6422,2913,"poly(pentamethylene p,p′‐bibenzoate)"
6423,2914,poly(ethylene oxide) chain
6424,2914,"poly(N,N‐diethylaminoethyl methacrylate)"
6425,2914,poly(HOVE)
6426,2915,polyethylene glycol dimethacrylates
6427,2915,poly(ethylene oxide) dimethacrylate
6428,2915,poly(ethyleneglycol) dimethacrylate
6429,2915,poly (ethylene glycol) methyl ether acrylate
6430,2916,polyethylbutylene
6431,2916,poly(ethylene oxide) dimethyl ether
6432,2917,poly(ethylene oxide) macromonomer
6433,2917,poly(DEAEMA)‐poly(PEGMA)
6434,2918,poly(norbornene imide)
6435,2918,poly(ethylene oxide) macromonomers
6436,2919,poly(ethylene oxide) methacrylate
6437,2919,poly(ethylene glycol) methyl acrylate
6438,2920,poly(ethylene oxide) methyl ether acrylate
6439,2920,poly(propylene glycol) acrylate
6440,2921,poly(ethylene oxide) monomethyl ether
6441,2921,hydroxyl-functionalized polystyrene
6442,2922,poly(ethylene oxide) monomethyl ether methacrylate
6443,2922,ω‐(2‐chloropropionyl) poly(glycidol)
6444,2922,poly(iso-butyl acrylate)
6445,2922,polystyrene dithiobenzoate
6446,2922,methoxypoly(ethylene glycol) methacrylate
6447,2923,poly(ethylene oxide) monomethyl ethers
6448,2923,poly(N‐Cbz‐L‐Asp‐alt‐diol)s
6449,2923,"α,ω-hydroxy telechelic poly(L-lactide)"
6450,2923,poly(ethylene glycol methylether)
6451,2923,"α,ω-hydroxy telechelic poly(ε-caprolactone)"
6452,2924,poly(ethylene oxide)-poly(propylene oxide)-poly(ethylene oxide)
6453,2925,poly(2-ethyl-2-oxazoline)s
6454,2925,poly(propylene oxide) amines
6455,2925,poly(ethylene oxide)s
6456,2926,poly(ethylene oxide)−poly(propylene oxide)−poly(ethylene oxide)
6457,2926,poly(benzyl glutamate)
6458,2927,poly(ethylene oxide-alt-ethylene sulfide)
6459,2928,poly(ethylene oxides)
6460,2929,poly(ethylene phosphate)
6461,2930,ethylene‐polyethylene
6462,2930,poly(ethylene phthalate)s
6463,2930,polyDMPD
6464,2930,polyA‐polyB
6465,2931,poly(ethylene sulfoxide)
6466,2932,poly(ethylene telephthalate)
6467,2932,poly‐(vinyl chloride)
6468,2933,poly(ethylene terephalate)
6469,2934,poly(ethylene terephthalate)(PET)
6470,2934,poly(aryl sulfone)
6471,2935,poly-vinyl-chloride
6472,2935,poly(ethylene terephthalate)s
6473,2936,polyethylene vinyl alcohol
6474,2936,poly(ethylene terepthalate)
6475,2937,poly-isobutylene
6476,2937,poly(ethylene vinyl acetate)
6477,2937,Ziegler‐Natta polypropylene
6478,2938,poly(ethylene-oxide)
6479,2938,poly(ethylene) glycol
6480,2939,polytetrazine
6481,2939,poly(ethylene)s
6482,2940,"poly(ethylene-2,6-naphthalate)"
6483,2941,"poly(1,4-cyclohexylene dimethylene terephthalate)"
6484,2941,"poly(ethylene-2,6-naphthalene dicarboxylate)"
6485,2941,"poly (D,L-lactide)"
6486,2942,poly(ethylene-alt-maleic anhydride)
6487,2943,poly(ethylene-alt-propylene)
6488,2944,poly(ethylene-alt-tetrafluoroethylene)
6489,2945,"poly(tetramethylene 2,6‐naphthalenedicarboxylate)"
6490,2945,polyacrylate amide
6491,2945,poly(amine imide)
6492,2945,poly(ether glycol)
6493,2945,PTE3600 polyurethanes
6494,2945,poly(t-BMA)
6495,2945,PTE1400 polyurethanes
6496,2945,poly(ethylene-butylene)
6497,2946,poly(ethylene-glycidyl methacrylate)
6498,2947,poly(ethylene-imine)
6499,2947,poly(silicate)
6500,2948,poly(ethylene-terephthalate)
6501,2949,poly(ethylene-tetrafluoroethylene)
6502,2950,polyethyelene
6503,2950,poly(ethylene-vinyl acetate)
6504,2951,poly(ethyleneglycol dimethacrylate)
6505,2952,poly(polyethylene glycol diacrylate)
6506,2952,poly(dimethylsiloxane) methacrylate
6507,2952,polyethylene oxide-polyurethane
6508,2952,poly(ethyleneglycol methacrylate)
6509,2953,poly(ethyleneglycol) diacrylate
6510,2954,poly(ethyleneglycol) methacrylate
6511,2954,poly(ethylene glycol) dimethyl acrylate
6512,2955,poly(ethyleneglycol)s
6513,2955,poly(methacrylic acid) sodium
6514,2956,poly(ethyleneimine amide)
6515,2956,"poly(2-dimethylaminoethanol-N-2,3-dimethylphenyl oxide)"
6516,2957,poly(GMA-r-SBMA)
6517,2957,poly(ETSS)
6518,2957,poly(ethyleneimine amide)s
6519,2958,PBCL homopolypeptides
6520,2958,perylene polyimides
6521,2958,poly(ethyleneimine)s
6522,2958,poly(norbornene imide)s
6523,2958,polybenzamides
6524,2958,polylithium
6525,2958,poly(propargyloxystyrene)
6526,2959,poly(ethyleneimines)
6527,2959,poly(lysine)s
6528,2960,poly(ethylenepropylene)
6529,2961,poly(ethyleneterephthalate)
6530,2961,polyethylene naphthalene
6531,2961,polyethylene-terephthalate
6532,2961,poly ethylene terephthalate
6533,2961,polyethylene-naphthalate
6534,2961,poly-ethylene terephthalate
6535,2962,poly(ethylene‐vinyl alcohol)
6536,2962,PEGylated polyurethane
6537,2962,poly(ethylene-vinyl alcohol)
6538,2962,protein‐carbopol‐polyacrylamide
6539,2963,poly(ethylenoxide)
6540,2964,poly(ethylhexyl acrylate)
6541,2964,poly(ethyleneglycol) methyl ether methacrylate
6542,2964,poly (2-methyl-2-oxazoline)
6543,2965,poly(ethylhexyl methacrylate)
6544,2965,poly(n-decyl methacrylate)
6545,2966,poly(ethylidene norbornene)
6546,2967,poly(ethylmethacrylate)
6547,2968,poly(ethylmethylsiloxane)
6548,2969,poly(exo-NDI)s
6549,2969,"poly(4-substituted 2,2‘-bithiophenes)"
6550,2970,"poly(9,9‐octylfluorene)"
6551,2970,poly(exo‐2)
6552,2970,poly(TAT)
6553,2970,poly ‐Pd
6554,2970,poly ‐Mo
6555,2970,poly(exo‐3)
6556,2970,polydihexylfluorene
6557,2971,poly(propylmethylsiloxane)
6558,2971,poly(exo‐SiNB)es
6559,2971,poly(trimethylsilylnorbornene)
6560,2971,125-μm polysilicone
6561,2971,poly(trimethylgermylpropyne)
6562,2971,zwitterionic poly(sulfobetaine)s
6563,2972,poly(amide−ester)
6564,2972,poly(ferrocenes)
6565,2972,poly-DPP
6566,2973,poly(ferrocenyldimethylsilane)
6567,2973,polyferrocene
6568,2974,poly(ferrocenylmethyl methacrylate)
6569,2975,poly(ferrocenylmethylphenylsilane)
6570,2975,polyDTIM
6571,2976,poly(ferrocenylsilane)
6572,2977,poly(ferrocenylsilane)s
6573,2977,poly(ferrocenylsilanes)
6574,2978,poly(p‐phenylene vinylenes)
6575,2978,poly(fluorene vinylene)
6576,2978,poly(para-phenyleneethynylene)
6577,2978,"poly(9,9-di-n-octylfluorenyl-2,7-vinylene)"
6578,2979,"poly(1,8-carbazole)s"
6579,2979,poly(fluorene-alt-carbazole)
6580,2979,poly(Asp‐DET)
6581,2980,poly(p-phenylenebutadiynylene)
6582,2980,poly(fluorene-alt-phenylene)
6583,2981,poly(fluorene-phenylene)
6584,2982,poly(fluorenevinylene)
6585,2982,poly(benzotriazole)
6586,2982,poly(cyclopentadithiophene)s
6587,2982,"poly(p-phenylene-1,3,4-oxadiazole)"
6588,2982,poly-phenylene
6589,2983,poly(fluoroalkyl acrylate)
6590,2984,poly(fluorostyrene)
6591,2984,"poly(2,2′‐bithiophene)"
6592,2985,poly(fumaric acid)
6593,2985,poly(4-vinylpyridinium chloride)
6594,2986,"poly(α,β-malic acid)"
6595,2986,poly(furfuryl glycidyl ether)
6596,2987,poly(geranyl acrylate)
6597,2987,poly(citronellyl acrylate)
6598,2988,poly(glc‐6‐glc‐12)
6599,2989,poly(glc‐amu)
6600,2989,poly(glc‐amh)
6601,2990,poly(glucosyloxyethyl methacrylate)
6602,2991,poly(amide-benzoxazole)s
6603,2991,poly(glutamates)
6604,2992,poly(glutaric acid‐glycerol)
6605,2993,polyethylene glycol monoacrylate
6606,2993,poly(glycerol adipate)
6607,2994,poly(glycerol carbonate)
6608,2995,poly(hydroxyl ethyl methacrylate)
6609,2995,poly(glycerol methacrylate)
6610,2996,poly(2‐(dimethylamino)ethyl methacrylate)
6611,2996,poly(glycerol monomethacrylate)
6612,2997,poly(glycerol sebacate)
6613,2997,poly(p-oxybenzoyl)
6614,2997,polyfumarate
6615,2997,poly(glycerol-sebacate)
6616,2998,poly(glycerol)
6617,2998,poly(ester anhydride)s
6618,2999,poly(glycerol)s
6619,2999,poly(glutamamide)s
6620,3000,polycaprolatone
6621,3000,poly(glycidol acetal)
6622,3001,poly(glycidol)
6623,3002,poly(glycidol)s
6624,3003,poly(glycidyl amine)
6625,3004,poly(carboxylate)
6626,3004,poly(glycidyl ether)
6627,3004,poly(l-lysine)s
6628,3004,polytryptophan
6629,3005,poly(glycidyl ether)s
6630,3005,poly(ethylene alkyl phosphonate)s
6631,3006,poly(glycidyl methacrylate)s
6632,3006,star‐shaped polylactones
6633,3006,N-alkylated polyethyleneimine
6634,3006,poly(ethylene glycol) monoalkyl ethers
6635,3007,polyarylene ether nitrile
6636,3007,poly (phenylene sulfide)
6637,3007,poly(arylene disulfide)
6638,3007,poly(glycidyl)
6639,3008,poly(amide-ester)s
6640,3008,poly(glycoamidoamine)s
6641,3009,poly(glycolic acid‐valine)
6642,3010,"poly(glycolide-ɛ-caprolactone-d,l-lactide)"
6643,3010,poly(glycolide-ɛ-caprolactone)
6644,3011,poly(guanidinium oxanorbornene)
6645,3012,poly(dibromophenylene oxide)
6646,3012,poly(heptyl2-PDOT)
6647,3013,poly(BFMP12‐AV)
6648,3013,poly(5″HTTh)
6649,3013,poly(heptyl4‐PTBT)
6650,3013,"poly(4,5″DHTTh)"
6651,3014,poly(heteroarylene methines)
6652,3014,poly(thienylenevinylene)
6653,3015,poly(hex-1-ene)
6654,3015,poly(Bd)s
6655,3016,poly(hexafluorobutyl methacrylate)
6656,3016,poly(polyethylene glycol methacrylate)
6657,3017,poly(hexafluoropropylene oxide)
6658,3018,"poly(ethylene 2,6‐naphthalenedicarboxylate)"
6659,3018,poly(hexamethylene adipamide)
6660,3019,poly(hexamethylene biguanide)
6661,3019,poly(hexamethylene guanidine hydrochloride)
6662,3019,polysiloxane quaternary ammonium
6663,3020,poly(hexamethylene carbonate) diol
6664,3020,poly(ethylene adipate) glycol
6665,3020,poly(tetrahydrofuran) diol
6666,3020,poly(butylene adipate) glycol
6667,3020,poly(oxypropylene) diol
6668,3021,poly(hexamethylene dithiocarbonate)
6669,3022,poly(hexyl isocyanate) macromonomer
6670,3023,poly(ethylene-ter-1-octene-ter-p-methylstyrene)
6671,3023,poly(higher α-olefin)s
6672,3023,poly(2-alkene)s
6673,3024,poly(aspartamides)
6674,3024,poly(histidine)
6675,3024,polysaccaride
6676,3024,poly(hydroxypropyl)
6677,3024,polyethoxy
6678,3025,poly(hydrazide acid)s
6679,3026,poly(hydridocarbyne)
6680,3027,poly(hydrogenmethylsiloxane)
6681,3027,polyhydrosiloxane
6682,3028,poly(hydromethylsiloxane)
6683,3029,poly(hydroquinone)
6684,3030,poly(hydrosiloxane)
6685,3031,poly(dialkylstannanes)s
6686,3031,poly(2-(dimethylamino)ethyl methacrylate)All
6687,3031,polypropylene-glass
6688,3031,poly-O(SiMe2)
6689,3031,poly(hydrosiloxane)s
6690,3031,polysilethylene siloxane
6691,3032,poly(hydroxamic acid)
6692,3032,poly(1‐oxodimethylene)
6693,3033,poly(hydroxy amide ethers)
6694,3033,polyvinyl acetals
6695,3033,polyamidoimides
6696,3033,polysulphones
6697,3034,poly(hydroxy ether of bisphenol A)
6698,3035,OH-telechelic polybutadiene
6699,3035,poly(hydroxy ethers)
6700,3036,polyacrylate elastomers
6701,3036,polyphenylene ethers
6702,3036,poly(hydroxy imide)
6703,3037,poly(hydroxy-imide)s
6704,3038,poly(hydroxyalkanoate)s
6705,3038,poly(3-hydroxypropionate)
6706,3038,poly(hydroxyalkanoates)
6707,3038,poly(hydroxyl)
6708,3039,polyN-vinylcarbazole
6709,3039,poly(hydroxyaminoether)
6710,3040,poly(hydroxybutyrate)
6711,3040,poly (3‐hydroxybutyrate)
6712,3040,poly(3-hydroxy butyrate)
6713,3040,poly-β-hydroxybutyrate
6714,3040,polyhydroxybutyrate-valerate
6715,3041,poly(hydroxyether terephthalate ester)
6716,3042,poly(hydroxyethers)
6717,3043,poly(hydroxyethyl acrylate)
6718,3044,poly (acrylamide)
6719,3044,poly(hydroxyethylmethacrylate)
6720,3044,polyether oxygen
6721,3044,polyether oxygens
6722,3044,poly(1-vinyl-3-ethylimidazolium)
6723,3045,poly(hydroxyimide)
6724,3046,poly(hydroxyl ester ether)
6725,3047,poly(hydroxylethyl methacrylate)
6726,3048,poly(hydroxymethylsiloxane)
6727,3048,polyhydroxymethylsiloxane
6728,3049,poly(hydroxyproline)
6729,3050,poly(hydroxypropyl acrylate)
6730,3051,carboxylic polyacid
6731,3051,poly(hydroxystearic acid)
6732,3052,poly(i-butyl methacrylate)
6733,3053,poly(iPrNHC)
6734,3054,poly(imidazole)
6735,3055,"poly(imidazolium chloride-1,3-diylbutane-1,4-diyl)"
6736,3055,poly(imide-amide)s
6737,3056,poly(imidazolium)
6738,3057,poly(imide benzoxazole)
6739,3058,polydimethyldiphenylsiloxane
6740,3058,poly(imide siloxane)
6741,3059,poly(imide)
6742,3060,polyamide-imides
6743,3060,poly(imide)s
6744,3060,alicyclic polyimides
6745,3061,poly(imide-ester)s
6746,3061,poly(ester-siloxane)urethane
6747,3062,poly(imide-siloxane)
6748,3062,poly(methylhydro-dimethyl)siloxane
6749,3063,"poly(imide‐1,3,4‐oxadiazole)"
6750,3064,hydrogenated poly(HNBDTPAC8)
6751,3064,"poly(imide‐1,3,4‐oxadiazole)s"
6752,3064,"poly(amide‐imide‐1,3,4‐oxadiazole)s"
6753,3065,poly(imide−amic acid)
6754,3066,poly(imide−imide)
6755,3067,poly(imine)s
6756,3067,poly(hydroxyether sulfone)
6757,3068,poly(dipropargyl ether)
6758,3068,"poly(2,6-difluoro-1,4-phenylene oxide)"
6759,3068,"poly(imino-1,3,5-triazine-imide)s"
6760,3068,poly(active ester)
6761,3069,poly(thiaheterohelicene)
6762,3069,amino-substituted polysilanes
6763,3069,poly(aroylarylene)
6764,3069,poly(iminoarylene)s
6765,3070,poly(iminomethylenes)
6766,3071,poly(indenofluorene)
6767,3072,poly(triphenylamine)s
6768,3072,"poly(indolo[3,2‐b]carbazole)"
6769,3073,poly(azomethine ether)s
6770,3073,"poly(indolo[3,2‐b]carbazole)s"
6771,3074,poly(iptycene)
6772,3075,poly(PIVE)
6773,3075,poly(isobutyl vinyl ether)s
6774,3076,poly (ethylene citrate)
6775,3076,poly(isobutylcyanoacrylate)
6776,3076,poly(cyanoacrylate)
6777,3077,telechelic polyisobutylenes
6778,3077,poly(isobutylene)s
6779,3077,poly(butylenes oxide)
6780,3078,poly(imidazole-Pd)
6781,3078,polyanilin
6782,3078,poly(isobutylene-alt-maleic anhydride)
6783,3079,zwitterionic homopolypeptides
6784,3079,poly(isocyanide)s
6785,3080,poly(isocyanopeptide)s
6786,3080,polyisophthalate
6787,3080,poly-l-glutamates
6788,3080,poly(cyclooctene)s
6789,3080,poly(ferrocenylphenylphosphine)
6790,3081,poly(isooctyl acrylate)
6791,3082,poly(isoprenyl)lithium
6792,3083,poly(isoprenyllithium)
6793,3083,polyester hydrochlorides
6794,3084,poly(tert-butyl glycidyl ether)
6795,3084,poly(n-butyl glycidyl ether)
6796,3084,poly(methyltolylsiloxane)
6797,3084,poly(isopropyl glycidyl ether)
6798,3085,poly(methoxy diethylene glycol acrylate)
6799,3085,poly(isopropylacrylamide)
6800,3086,poly(isosorbide carbonate)
6801,3086,poly(alkylene carbonate)
6802,3087,poly(isothianaphtalene)
6803,3088,poly(isothianaphthene)
6804,3089,poly(itaconate)s
6805,3089,polyhydrosilanes
6806,3090,poly(itaconates)
6807,3090,polyhydric phenol
6808,3091,polyAMPS
6809,3091,poly(itaconic acid)
6810,3092,aliphatic polypyromellitimides
6811,3092,poly(kSer)
6812,3092,poly(tryptophan)
6813,3093,poly(imido sulfide)s
6814,3093,poly(keto ester)
6815,3093,polyurethane-diacetylene
6816,3094,poly(l)
6817,3094,"poly(D,L-lactide)"
6818,3095,poly(n-BuMA)
6819,3095,poly(Am85-r-AA15)
6820,3095,poly(HPMA77-s-MEMA5)
6821,3095,poly(l-AGA)
6822,3095,poly(Am65-r-AA35)
6823,3096,poly(l-LA)
6824,3096,homopoly(CL)
6825,3097,poly(l-Lactide)
6826,3097,poly(dioxolane)
6827,3098,poly(l-Trp-HEA)
6828,3099,polylactosamine
6829,3099,poly(l-alanine)
6830,3100,poly(l-aspartic acid)
6831,3100,poly(L-arginine)
6832,3101,poly(magnesium acrylate)
6833,3101,poly(L-leucine)
6834,3101,poly(l-cysteine)
6835,3101,poly(alkylacrylamide)
6836,3102,poly(l-glutamate)
6837,3102,polydisperse A
6838,3102,polydienyllithium
6839,3102,poly-l-alanine
6840,3103,poly(l-glutamic) acid
6841,3104,poly(l-histidine)
6842,3105,poly(l-lactide)s
6843,3105,poly[11-(4‘-cyanophenyl-4‘ ‘-phenoxy)undecyl acrylate]s
6844,3106,poly(l-lysine) hydrobromide
6845,3107,poly(l-ornithine)
6846,3107,poly(sodium-4-styrene sulphonate)
6847,3107,poly(4-vinylpyridine)s
6848,3107,poly(ε-benzyloxycarbonyl-l-lysine)
6849,3107,polyglycidyl
6850,3108,poly(l-tyrosine)
6851,3109,poly(l-valine)
6852,3110,poly(lactic acid)-poly(phenyl phosphate)
6853,3111,poly(lactic acid)-poly(phosphate ester)
6854,3112,poly(lactic acid)-γ-cyclodextrin
6855,3112,poly(alkylene sebacate)s
6856,3113,poly(lactic acid)s
6857,3114,poly(lactic)
6858,3114,polylacticacid
6859,3114,poly lactic acid
6860,3114,poly-l-lactide acid
6861,3114,polylactic glycolic acid
6862,3114,poly glycolic acid
6863,3114,poly (e-caprolactone)
6864,3114,polycarprolactone
6865,3115,poly(lactic) acid
6866,3115,poly 3-hydroxybutyrate
6867,3116,poly(lactic-glycolic acid)
6868,3116,poly N-vinyl pyrrolidone
6869,3117,poly(lactide)s
6870,3118,poly(Lc)
6871,3118,"poly(l,l-lactide)"
6872,3118,poly(lactides)
6873,3119,poly(lactone)
6874,3119,poly(benzyl β-malolactonate)
6875,3120,poly(laurolactam)
6876,3120,poly(hexamethylene guanidine)
6877,3121,poly(lauryl lactam)
6878,3122,poly(lauryl methacrylate)-poly(benzyl methacrylate)
6879,3123,poly(limonene carbonate)
6880,3124,poly(lipid)
6881,3125,poly(lithium carboxylate)s
6882,3125,poly(lithium carboxylate)
6883,3125,bisphenol A polyetherimide
6884,3125,poly(lithium vinyl sulfonate)
6885,3126,poly(lys)
6886,3126,poly(ethylene glycol 200) monomethacrylate
6887,3127,polyisocyanodipeptides
6888,3127,poly(l‐EG2Glu)
6889,3127,poly(2-aminoethyl-methacrylate)s
6890,3128,poly(l‐lactid acid)
6891,3129,poly(4‐vinylpyridine) methyl iodide
6892,3129,"poly(m,0‐DA‐CO2H)s"
6893,3130,"poly(m,Ph‐DA‐CO2H)"
6894,3131,"poly(m,Ph‐DA‐CO2H)s"
6895,3132,"poly(m,Ph‐DA‐Naph)s"
6896,3133,"poly(m,m-1-2c)"
6897,3133,poly(BuPDBSMAM)
6898,3134,poly(m-aminobenzene sulfonic acid)
6899,3134,poly(2‐aminoethyl methacrylate hydrochloride)
6900,3134,poly(hydroethyl acrylate)
6901,3134,poly(methacryloxypropyltrimethoxysilane)
6902,3135,poly(m-aminophenol)
6903,3135,poly(m-nitroaniline)
6904,3136,poly(m-benzamide)s
6905,3137,poly(m-carboranyl-siloxane)
6906,3138,poly(m-chloroaniline)
6907,3139,macrotricyclic polyether
6908,3139,poly(m-phenylene)
6909,3140,poly(m-phenylene)s
6910,3141,poly(m-phenyleneethynylene-p-phenyleneethynylene)s
6911,3141,poly(l-serine)
6912,3142,poly(ethylene chlorotrifluoroethylene)
6913,3142,poly(m-phenyleneisophthalamide)
6914,3143,poly(mCL)
6915,3143,poly(mLA)
6916,3144,poly(benzyl-L-glutamate)
6917,3144,poly(macroinitiator)
6918,3144,polyBPEM
6919,3144,poly(ethylene glycol) methyl methacrylate
6920,3145,poly(macrolactone)s
6921,3146,poly(macrolactones)
6922,3146,poly TMC
6923,3147,poly(macromer)
6924,3147,poly(lacOCA)
6925,3148,polyspirophosphazene
6926,3148,poly(macromonomer)
6927,3148,poly(n‐alkyl acrylates)
6928,3148,poly(dialkylphosphazenes)
6929,3148,poly(BrDPA)
6930,3148,poly(phenylenes)
6931,3149,poly(meth)acrylamides
6932,3149,poly(macromonomer)s
6933,3149,liquid‐crystalline polyesters
6934,3150,poly(macromonomers)
6935,3151,poly(Th‐PTE)
6936,3151,poly(OPD)
6937,3151,poly(BPA)
6938,3151,poly(malachite green)
6939,3151,poly(PABA)
6940,3151,polyCo
6941,3151,poly(PTT)
6942,3151,poly(TTBO)
6943,3151,polyTTCA
6944,3151,poly-AMDAN
6945,3151,poly(BEDOA-6)
6946,3151,poly-2o
6947,3151,poly(5-HT)-GOx
6948,3151,poly-Au
6949,3151,polyindole‐modified
6950,3151,poly(BSeTT)
6951,3151,poly(SBTz)
6952,3151,poly(DTF-TPA-DCBZ)
6953,3151,poly(FMOC)-l-valine
6954,3151,poly-l-serine
6955,3151,poly-20-AcMnODEAETPc-GCE
6956,3151,poly(amine-imide) 6‘e
6957,3151,poly(3HTh)
6958,3151,poly(o-PD)
6959,3151,poly(5-HT)-GOx-PdNPs
6960,3151,poly(6CA)
6961,3151,polydicarbazole
6962,3151,poly(2-amino-4-phenylthiazole)
6963,3151,poly(3-nitrophenol)
6964,3151,poly(BEDOT-silole)
6965,3151,polyEtOHCz
6966,3151,poly(opd)
6967,3151,poly(o-aminophenol)
6968,3151,poly(Py2ThAz)
6969,3151,poly(ThCzPA)
6970,3151,poly‐(p‐ABA)
6971,3151,poly(thianaphthene-2-carboxylic acid)
6972,3151,poly(zincon)
6973,3151,poly-AMT
6974,3151,poly‐PTE
6975,3151,GOx-poly(5-HT)-PdNPs
6976,3151,"poly(1,3-DAB)"
6977,3151,poly‐p‐ABA
6978,3151,poly(methylene green)
6979,3151,poly(TTBA)
